Order_ID,Order_Date,Region,Product,Customer,Sales,Profit
2400,2024-04-04,South,Mobile,Customer A,759,1135
2401,2024-12-31,West,Mobile,Customer E,9438,1704
2402,2024-01-04,South,Mobile,Customer D,8246,2292
2403,2024-05-24,South,Laptop,Customer B,9971,2618
2404,2024-11-10,West,Tablet,Customer C,9844,2863
2405,2024-05-21,West,Monitor,Customer C,4354,391
2406,2024-08-23,East,Mobile,Customer C,8421,821
2407,2024-11-05,South,Monitor,Customer A,5769,534
2408,2024-11-03,East,Monitor,Customer B,3280,645
2409,2024-05-28,East,Keyboard,Customer B,7754,712
2410,2024-02-28,North,Mobile,Customer A,8121,1607
2411,2024-08-19,East,Keyboard,Customer E,8310,1256
2412,2024-05-31,West,Mobile,Customer D,5684,1163
2413,2024-08-01,South,Laptop,Customer C,5854,2051
2414,2024-08-13,North,Monitor,Customer B,4332,1544
2415,2024-09-06,East,Tablet,Customer A,8070,2872
2416,2024-10-09,East,Monitor,Customer A,866,2338
2417,2024-06-27,East,Laptop,Customer E,8328,1582
2418,2024-01-13,South,Monitor,Customer D,924,704
2419,2024-01-11,East,Mobile,Customer E,2646,1498
2420,2024-08-01,East,Monitor,Customer A,9832,1071
2421,2024-06-08,West,Mobile,Customer B,5797,232
2422,2024-01-15,West,Monitor,Customer B,1848,1706
2423,2024-03-18,West,Tablet,Customer B,5562,1064
2424,2024-08-24,East,Laptop,Customer A,1569,446
2425,2024-07-01,East,Keyboard,Customer A,4612,2514
2426,2024-07-28,North,Keyboard,Customer B,7476,1156
2427,2024-01-05,East,Monitor,Customer D,2830,1277
2428,2024-01-26,North,Mobile,Customer E,5599,849
2429,2024-06-18,East,Mobile,Customer A,2413,518
2430,2024-09-10,North,Keyboard,Customer A,6671,207
2431,2024-03-17,South,Keyboard,Customer C,5617,2911
2432,2024-04-15,West,Mobile,Customer D,6077,159
2433,2024-10-19,South,Laptop,Customer D,8582,1484
2434,2024-08-22,North,Keyboard,Customer A,566,1390
2435,2024-07-05,North,Laptop,Customer D,7229,109
2436,2024-03-24,West,Monitor,Customer A,6576,858
2437,2024-07-31,North,Keyboard,Customer A,3242,1988
2438,2024-07-29,West,Mobile,Customer B,6287,1936
2439,2024-11-10,West,Laptop,Customer D,3047,2238
2440,2024-11-22,North,Keyboard,Customer D,3361,1836
2441,2024-02-07,North,Keyboard,Customer D,3236,2187
2442,2024-05-26,West,Laptop,Customer A,7533,968
2443,2024-12-10,North,Mobile,Customer C,3882,2278
2444,2024-06-24,East,Tablet,Customer C,2063,2839
2445,2024-10-18,North,Mobile,Customer B,6202,1834
2446,2024-06-14,East,Monitor,Customer A,6032,2702
2447,2024-07-08,East,Tablet,Customer B,1078,2574
2448,2024-09-08,East,Tablet,Customer D,3912,1754
2449,2024-11-29,East,Mobile,Customer D,5746,2903
2450,2024-06-02,East,Laptop,Customer C,2554,2901
2451,2024-12-11,West,Laptop,Customer D,8118,2321
2452,2024-06-08,West,Keyboard,Customer B,2223,332
2453,2024-11-15,West,Monitor,Customer A,1404,1886
2454,2024-03-05,North,Monitor,Customer B,5499,816
2455,2024-03-06,North,Tablet,Customer D,3818,2711
2456,2024-07-12,West,Laptop,Customer C,6545,2350
2457,2024-06-18,South,Keyboard,Customer A,9494,1156
2458,2024-10-06,West,Mobile,Customer C,9809,2021
2459,2024-12-03,South,Laptop,Customer A,6890,1265
2460,2024-04-02,West,Laptop,Customer A,5015,496
2461,2024-10-19,West,Mobile,Customer B,1164,2038
2462,2024-09-02,South,Laptop,Customer C,870,1991
2463,2024-06-24,North,Monitor,Customer D,3134,563
2464,2024-10-11,South,Keyboard,Customer A,9081,1429
2465,2024-10-13,East,Laptop,Customer A,2683,464
2466,2024-11-18,West,Laptop,Customer E,2279,2451
2467,2024-12-04,South,Mobile,Customer D,8867,2584
2468,2024-12-16,North,Monitor,Customer D,9423,2407
2469,2024-03-04,East,Monitor,Customer D,6059,2210
2470,2024-12-10,South,Tablet,Customer C,6661,1779
2471,2024-11-13,East,Keyboard,Customer A,7889,1088
2472,2024-04-20,North,Mobile,Customer B,8175,1263
2473,2024-07-10,East,Laptop,Customer C,3933,755
2474,2024-09-13,North,Laptop,Customer B,4572,2162
2475,2024-07-13,South,Laptop,Customer A,741,664
2476,2024-12-31,South,Mobile,Customer D,7073,1472
2477,2024-07-08,South,Tablet,Customer B,8193,1816
2478,2024-06-19,East,Laptop,Customer E,1040,1704
2479,2024-08-09,North,Monitor,Customer E,2514,2363
2480,2024-02-05,North,Laptop,Customer E,7875,2443
2481,2024-08-07,East,Keyboard,Customer D,7333,1841
2482,2024-04-03,North,Laptop,Customer E,3979,398
2483,2024-07-30,East,Keyboard,Customer A,2767,2736
2484,2024-09-03,West,Monitor,Customer D,5967,563
2485,2024-10-01,East,Monitor,Customer B,7749,173
2486,2024-08-25,North,Tablet,Customer A,8299,2387
2487,2024-04-13,North,Laptop,Customer E,7055,1136
2488,2024-04-28,West,Tablet,Customer C,8541,2087
2489,2024-03-06,South,Keyboard,Customer D,4103,1338
2490,2024-11-21,South,Monitor,Customer A,6217,961
2491,2024-01-14,West,Monitor,Customer E,8725,385
2492,2024-09-04,South,Keyboard,Customer D,1079,2911
2493,2024-07-03,East,Laptop,Customer C,9100,1494
2494,2024-06-03,West,Monitor,Customer C,7647,78
2495,2024-10-19,East,Tablet,Customer A,6920,972
2496,2024-03-24,West,Laptop,Customer C,2974,2120
2497,2024-09-28,West,Keyboard,Customer B,2318,2581
2498,2024-07-05,West,Monitor,Customer B,8725,1822
2499,2024-01-09,South,Mobile,Customer B,5579,2457
2500,2024-06-10,West,Mobile,Customer C,3243,1819
2501,2024-05-17,South,Monitor,Customer B,6216,1186
2502,2024-11-11,West,Keyboard,Customer D,4358,2891
2503,2024-02-29,West,Monitor,Customer B,3021,875
2504,2024-01-12,West,Laptop,Customer C,3644,2097
2505,2024-05-06,East,Monitor,Customer B,6673,2220
2506,2024-11-05,South,Mobile,Customer B,4890,2241
2507,2024-08-05,North,Monitor,Customer C,3887,2157
2508,2024-08-26,East,Tablet,Customer D,2054,97
2509,2024-11-03,East,Mobile,Customer D,2964,1471
2510,2024-04-28,North,Mobile,Customer E,4294,1799
2511,2024-01-24,East,Tablet,Customer B,3701,1997
2512,2024-01-01,West,Mobile,Customer B,9433,1560
2513,2024-10-07,South,Laptop,Customer A,2611,2700
2514,2024-08-02,West,Mobile,Customer C,3361,679
2515,2024-04-13,East,Laptop,Customer D,6822,2445
2516,2024-03-23,West,Laptop,Customer E,7400,799
2517,2024-12-29,West,Mobile,Customer B,4164,2925
2518,2024-02-27,West,Monitor,Customer B,6866,617
2519,2024-02-24,South,Monitor,Customer B,7149,820
2520,2024-10-27,West,Tablet,Customer C,1393,499
2521,2024-12-21,West,Monitor,Customer E,7641,200
2522,2024-09-18,North,Tablet,Customer A,9926,74
2523,2024-06-18,South,Keyboard,Customer D,7964,108
2524,2024-08-07,West,Laptop,Customer E,9934,1479
2525,2024-07-11,South,Laptop,Customer C,8312,457
2526,2024-01-18,West,Mobile,Customer D,9704,1704
2527,2024-12-10,North,Keyboard,Customer B,6186,2269
2528,2024-12-05,East,Tablet,Customer A,5793,1873
2529,2024-11-27,North,Tablet,Customer C,5541,395
2530,2024-06-17,East,Keyboard,Customer C,8657,2318
2531,2024-09-07,East,Monitor,Customer E,661,152
2532,2024-11-26,East,Mobile,Customer A,3827,713
2533,2024-05-14,West,Keyboard,Customer E,3326,1258
2534,2024-09-18,South,Laptop,Customer B,7830,153
2535,2024-05-22,West,Tablet,Customer A,7279,2792
2536,2024-10-05,South,Laptop,Customer D,1417,1995
2537,2024-10-24,North,Keyboard,Customer E,9009,1707
2538,2024-09-24,West,Tablet,Customer A,1132,2374
2539,2024-09-17,West,Monitor,Customer B,1569,2981
2540,2024-09-16,South,Monitor,Customer D,2993,2588
2541,2024-10-30,South,Mobile,Customer D,6860,874
2542,2024-11-01,West,Tablet,Customer C,7191,1387
2543,2024-05-08,West,Keyboard,Customer B,5662,207
2544,2024-02-10,North,Laptop,Customer E,5742,2552
2545,2024-04-29,South,Monitor,Customer C,3494,831
2546,2024-07-19,West,Monitor,Customer D,9398,578
2547,2024-04-08,West,Laptop,Customer A,1200,2545
2548,2024-11-29,East,Keyboard,Customer E,2317,1841
2549,2024-05-18,West,Mobile,Customer C,9405,2092
2550,2024-06-18,West,Keyboard,Customer D,1276,421
2551,2024-08-30,East,Laptop,Customer C,515,278
2552,2024-12-03,North,Monitor,Customer E,2088,2902
2553,2024-03-19,East,Monitor,Customer B,6093,1007
2554,2024-04-13,East,Monitor,Customer E,7238,702
2555,2024-05-01,East,Mobile,Customer A,2737,578
2556,2024-01-10,North,Keyboard,Customer B,1606,993
2557,2024-04-04,West,Keyboard,Customer B,6479,1543
2558,2024-08-08,East,Laptop,Customer E,3630,2386
2559,2024-10-24,South,Laptop,Customer A,1775,2139
2560,2024-10-31,South,Mobile,Customer D,7989,1686
2561,2024-09-23,West,Monitor,Customer C,6511,963
2562,2024-01-21,East,Tablet,Customer B,8249,162
2563,2024-01-16,North,Tablet,Customer A,4008,662
2564,2024-02-28,North,Monitor,Customer C,7270,2461
2565,2024-05-18,East,Mobile,Customer C,1151,2945
2566,2024-08-27,West,Mobile,Customer E,5173,2465
2567,2024-03-16,West,Keyboard,Customer A,3943,2998
2568,2024-02-16,South,Keyboard,Customer B,3842,961
2569,2024-08-13,South,Tablet,Customer A,7823,1371
2570,2024-04-11,South,Keyboard,Customer C,8331,300
2571,2024-09-15,South,Monitor,Customer C,1784,1895
2572,2024-01-13,South,Tablet,Customer E,6304,804
2573,2024-09-28,South,Laptop,Customer B,7764,2436
2574,2024-02-19,North,Mobile,Customer D,4409,332
2575,2024-12-25,West,Tablet,Customer E,4609,2306
2576,2024-05-22,West,Laptop,Customer C,8920,1936
2577,2024-07-16,West,Mobile,Customer C,9700,2010
2578,2024-12-26,South,Monitor,Customer D,3898,219
2579,2024-09-30,West,Mobile,Customer C,5651,2362
2580,2024-01-09,North,Laptop,Customer A,6442,572
2581,2024-02-16,North,Mobile,Customer D,5560,377
2582,2024-05-05,East,Monitor,Customer E,2477,2883
2583,2024-02-25,South,Mobile,Customer B,7753,2511
2584,2024-04-28,West,Mobile,Customer B,9709,1445
2585,2024-09-18,West,Mobile,Customer C,6850,2574
2586,2024-07-23,North,Mobile,Customer A,6400,703
2587,2024-07-31,South,Keyboard,Customer D,8681,1047
2588,2024-07-24,North,Mobile,Customer E,3179,359
2589,2024-04-12,East,Keyboard,Customer C,7509,2949
2590,2024-10-06,North,Mobile,Customer E,7370,300
2591,2024-10-08,South,Keyboard,Customer A,9158,1026
2592,2024-07-02,North,Mobile,Customer A,8882,2819
2593,2024-05-27,South,Tablet,Customer E,7801,2336
2594,2024-09-03,South,Mobile,Customer D,9530,657
2595,2024-04-13,East,Laptop,Customer B,4509,1838
2596,2024-10-28,West,Mobile,Customer B,2502,1642
2597,2024-07-04,West,Keyboard,Customer B,7500,1266
2598,2024-11-19,West,Tablet,Customer D,5457,2806
2599,2024-02-02,East,Mobile,Customer A,3810,2829
2600,2024-12-08,North,Laptop,Customer E,2908,721
2601,2024-02-14,South,Tablet,Customer A,3782,1223
2602,2024-12-17,South,Tablet,Customer D,5023,1719
2603,2024-03-26,North,Mobile,Customer C,3982,2592
2604,2024-07-10,West,Mobile,Customer A,8766,1077
2605,2024-07-18,South,Mobile,Customer A,7740,1555
2606,2024-04-18,North,Laptop,Customer C,8548,2162
2607,2024-11-25,South,Keyboard,Customer D,2495,1244
2608,2024-09-27,North,Tablet,Customer C,1252,2614
2609,2024-10-05,North,Keyboard,Customer C,6970,2588
2610,2024-09-19,North,Keyboard,Customer B,6410,1879
2611,2024-04-26,North,Keyboard,Customer A,3449,551
2612,2024-04-24,North,Tablet,Customer E,5659,435
2613,2024-10-09,North,Monitor,Customer D,3564,118
2614,2024-05-24,South,Mobile,Customer C,7391,2316
2615,2024-11-26,West,Laptop,Customer C,1533,2866
2616,2024-08-18,East,Laptop,Customer D,1091,1654
2617,2024-11-29,South,Keyboard,Customer D,4164,1319
2618,2024-04-23,West,Keyboard,Customer A,5443,2551
2619,2024-10-20,East,Keyboard,Customer E,4242,1326
2620,2024-04-07,South,Laptop,Customer D,7419,2064
2621,2024-11-01,South,Tablet,Customer C,9460,2103
2622,2024-05-20,West,Tablet,Customer A,6593,1737
2623,2024-05-17,North,Tablet,Customer A,2493,783
2624,2024-06-09,West,Keyboard,Customer A,1234,892
2625,2024-04-19,North,Keyboard,Customer B,3927,2594
2626,2024-02-10,South,Tablet,Customer C,1946,265
2627,2024-07-29,North,Tablet,Customer C,8132,1687
2628,2024-08-02,North,Monitor,Customer A,6758,1807
2629,2024-03-26,East,Monitor,Customer E,8902,361
2630,2024-02-24,East,Keyboard,Customer B,4291,748
2631,2024-12-25,West,Keyboard,Customer D,5015,2265
2632,2024-08-29,North,Mobile,Customer D,5518,2933
2633,2024-08-10,West,Monitor,Customer A,9001,2429
2634,2024-11-22,North,Laptop,Customer A,1154,2514
2635,2024-03-17,West,Tablet,Customer B,5734,2639
2636,2024-11-11,South,Keyboard,Customer D,8381,1275
2637,2024-05-15,West,Mobile,Customer E,5381,1154
2638,2024-05-29,West,Laptop,Customer B,3960,2208
2639,2024-12-04,North,Laptop,Customer B,9048,2241
2640,2024-01-17,East,Laptop,Customer C,3750,1735
2641,2024-06-23,East,Mobile,Customer D,7169,2608
2642,2024-09-27,South,Keyboard,Customer B,2068,2614
2643,2024-08-04,South,Mobile,Customer C,8972,2773
2644,2024-03-01,West,Laptop,Customer C,1093,771
2645,2024-08-24,North,Monitor,Customer A,6404,848
2646,2024-11-17,South,Laptop,Customer C,6043,862
2647,2024-05-29,West,Monitor,Customer E,1360,2725
2648,2024-06-21,West,Monitor,Customer E,9019,2357
2649,2024-11-09,North,Mobile,Customer D,3455,1148
2650,2024-09-11,West,Laptop,Customer A,4644,1427
2651,2024-01-18,North,Tablet,Customer C,6922,935
2652,2024-11-08,South,Mobile,Customer E,8689,2131
2653,2024-05-29,North,Tablet,Customer D,1811,944
2654,2024-12-09,North,Mobile,Customer A,5227,1925
2655,2024-01-21,East,Laptop,Customer B,8097,2926
2656,2024-06-03,West,Laptop,Customer D,4790,2546
2657,2024-10-08,North,Monitor,Customer B,5929,1513
2658,2024-06-10,West,Laptop,Customer E,3433,2227
2659,2024-02-15,North,Keyboard,Customer C,3696,2636
2660,2024-09-14,South,Tablet,Customer E,3921,379
2661,2024-11-06,North,Tablet,Customer D,4132,953
2662,2024-07-09,North,Keyboard,Customer B,8422,2166
2663,2024-11-21,South,Monitor,Customer A,8318,2703
2664,2024-04-20,North,Tablet,Customer B,2576,1497
2665,2024-12-01,East,Laptop,Customer E,3135,1278
2666,2024-11-22,South,Tablet,Customer A,3500,2271
2667,2024-08-30,East,Laptop,Customer B,9815,1488
2668,2024-08-09,South,Mobile,Customer C,7726,2871
2669,2024-06-27,West,Tablet,Customer D,9612,2283
2670,2024-07-15,North,Monitor,Customer B,9794,2536
2671,2024-10-10,East,Tablet,Customer D,6310,709
2672,2024-05-23,North,Keyboard,Customer E,6764,1022
2673,2024-03-09,West,Keyboard,Customer B,2762,726
2674,2024-06-23,West,Tablet,Customer D,9735,744
2675,2024-06-18,West,Laptop,Customer D,2652,116
2676,2024-10-13,South,Mobile,Customer A,1053,1102
2677,2024-01-26,East,Laptop,Customer E,4318,1502
2678,2024-04-12,North,Laptop,Customer D,6320,2795
2679,2024-12-13,East,Mobile,Customer E,1031,1027
2680,2024-10-20,North,Keyboard,Customer E,9557,819
2681,2024-05-02,North,Mobile,Customer E,7229,2429
2682,2024-05-22,East,Laptop,Customer E,4032,2376
2683,2024-05-06,South,Monitor,Customer B,6147,2334
2684,2024-06-26,East,Keyboard,Customer A,1378,53
2685,2024-10-12,West,Laptop,Customer A,8922,660
2686,2024-12-28,North,Mobile,Customer A,3844,163
2687,2024-12-26,South,Tablet,Customer A,1857,839
2688,2024-09-19,South,Tablet,Customer C,8886,402
2689,2024-06-16,West,Monitor,Customer D,7384,2434
2690,2024-02-19,West,Laptop,Customer E,3432,1780
2691,2024-02-26,West,Mobile,Customer A,8311,1139
2692,2024-05-15,North,Tablet,Customer B,7435,135
2693,2024-06-01,North,Monitor,Customer C,690,2265
2694,2024-04-05,South,Mobile,Customer B,9467,290
2695,2024-03-21,South,Keyboard,Customer C,4618,2462
2696,2024-06-29,West,Tablet,Customer C,7224,2645
2697,2024-06-25,South,Keyboard,Customer D,4705,835
2698,2024-06-23,South,Mobile,Customer E,1111,954
2699,2024-02-03,East,Laptop,Customer E,5035,510
2700,2024-08-01,North,Mobile,Customer A,9780,2121
2701,2024-04-01,East,Laptop,Customer B,2912,564
2702,2024-11-14,North,Keyboard,Customer D,4519,184
2703,2024-06-11,East,Monitor,Customer B,6687,2501
2704,2024-10-18,East,Keyboard,Customer C,2410,1186
2705,2024-12-14,North,Laptop,Customer D,2242,1505
2706,2024-03-31,East,Tablet,Customer B,2345,528
2707,2024-09-17,South,Mobile,Customer A,5886,1217
2708,2024-11-16,West,Monitor,Customer E,7874,397
2709,2024-04-22,East,Keyboard,Customer C,8192,1178
2710,2024-02-03,South,Laptop,Customer C,3800,974
2711,2024-11-24,North,Mobile,Customer A,8538,1914
2712,2024-07-14,East,Monitor,Customer A,7592,2190
2713,2024-07-14,South,Tablet,Customer A,1705,2655
2714,2024-01-05,North,Monitor,Customer A,4200,293
2715,2024-02-11,East,Mobile,Customer B,1933,2508
2716,2024-05-12,South,Mobile,Customer A,8858,1767
2717,2024-03-07,South,Mobile,Customer E,2247,2467
2718,2024-04-26,West,Monitor,Customer C,7156,519
2719,2024-05-25,West,Monitor,Customer D,4089,1768
2720,2024-03-10,South,Tablet,Customer B,3272,1297
2721,2024-02-01,East,Laptop,Customer C,2797,491
2722,2024-10-21,East,Laptop,Customer B,8442,2326
2723,2024-02-09,South,Laptop,Customer C,3571,2616
2724,2024-10-12,West,Monitor,Customer E,5567,2227
2725,2024-08-31,North,Laptop,Customer C,2365,1846
2726,2024-02-25,South,Mobile,Customer E,1187,2316
2727,2024-10-06,South,Laptop,Customer A,6027,586
2728,2024-12-04,East,Laptop,Customer D,2949,2075
2729,2024-03-17,West,Tablet,Customer E,1140,1759
2730,2024-07-19,North,Tablet,Customer E,3696,2955
2731,2024-11-10,North,Keyboard,Customer D,8097,2263
2732,2024-08-11,East,Tablet,Customer C,6014,2942
2733,2024-10-09,North,Tablet,Customer C,9058,1849
2734,2024-04-05,East,Laptop,Customer C,4868,1776
2735,2024-01-12,North,Keyboard,Customer E,8685,1358
2736,2024-04-15,South,Tablet,Customer C,7224,2109
2737,2024-12-26,South,Laptop,Customer E,604,2439
2738,2024-10-03,North,Mobile,Customer A,7727,2988
2739,2024-10-07,East,Tablet,Customer D,4932,358
2740,2024-01-17,South,Mobile,Customer A,7567,1069
2741,2024-04-27,South,Tablet,Customer A,2798,2006
2742,2024-04-14,North,Keyboard,Customer B,8734,729
2743,2024-06-28,South,Monitor,Customer A,1131,784
2744,2024-11-18,West,Tablet,Customer D,1963,2748
2745,2024-03-01,East,Mobile,Customer E,7605,515
2746,2024-03-24,West,Tablet,Customer D,8340,648
2747,2024-01-30,South,Laptop,Customer B,577,2279
2748,2024-01-04,North,Keyboard,Customer D,2024,1120
2749,2024-12-12,East,Laptop,Customer B,6278,1934
2750,2024-08-18,East,Laptop,Customer E,6409,1189
2751,2024-05-25,East,Tablet,Customer A,623,333
2752,2024-12-20,West,Monitor,Customer A,9688,347
2753,2024-09-13,North,Keyboard,Customer D,9805,1274
2754,2024-03-18,South,Mobile,Customer A,6232,1408
2755,2024-12-08,North,Laptop,Customer C,648,2340
2756,2024-02-25,North,Laptop,Customer E,921,1506
2757,2024-10-10,North,Tablet,Customer B,8882,2420
2758,2024-10-22,South,Mobile,Customer C,3807,2433
2759,2024-12-29,East,Laptop,Customer E,3005,1957
2760,2024-05-28,North,Monitor,Customer D,3880,2514
2761,2024-08-21,West,Tablet,Customer B,3381,2680
2762,2024-08-20,North,Laptop,Customer E,1392,370
2763,2024-09-23,South,Keyboard,Customer B,8166,1289
2764,2024-04-15,North,Mobile,Customer D,1295,2060
2765,2024-03-25,East,Tablet,Customer A,5312,2785
2766,2024-05-12,South,Keyboard,Customer B,9055,550
2767,2024-05-26,South,Laptop,Customer B,6733,1521
2768,2024-06-15,East,Keyboard,Customer B,3475,1753
2769,2024-04-26,West,Tablet,Customer B,5965,1185
2770,2024-05-13,East,Laptop,Customer D,8445,2290
2771,2024-09-11,West,Laptop,Customer E,548,649
2772,2024-09-04,South,Laptop,Customer E,9830,1156
2773,2024-07-13,East,Monitor,Customer A,6017,1186
2774,2024-06-02,South,Laptop,Customer B,5977,2671
2775,2024-04-08,North,Keyboard,Customer C,3763,2016
2776,2024-05-09,North,Tablet,Customer E,6052,1659
2777,2024-03-07,South,Laptop,Customer E,7392,1487
2778,2024-02-01,East,Keyboard,Customer A,3475,2672
2779,2024-10-08,South,Keyboard,Customer E,5721,1751
2780,2024-10-24,East,Keyboard,Customer E,1851,703
2781,2024-03-29,North,Tablet,Customer D,8451,1225
2782,2024-03-10,South,Tablet,Customer A,7707,695
2783,2024-12-07,West,Mobile,Customer A,7367,846
2784,2024-08-12,North,Mobile,Customer D,6457,2178
2785,2024-03-20,North,Tablet,Customer C,3318,2568
2786,2024-05-24,East,Monitor,Customer B,8173,2034
2787,2024-06-25,North,Laptop,Customer A,9516,243
2788,2024-09-25,South,Mobile,Customer E,4905,354
2789,2024-07-19,East,Laptop,Customer C,9173,2245
2790,2024-05-10,South,Keyboard,Customer B,8121,406
2791,2024-10-27,South,Monitor,Customer C,4410,1864
2792,2024-01-18,East,Monitor,Customer C,8942,108
2793,2024-05-12,South,Mobile,Customer B,547,1665
2794,2024-08-26,South,Monitor,Customer C,7436,2641
2795,2024-10-05,North,Mobile,Customer B,6668,2883
2796,2024-09-16,West,Keyboard,Customer C,6687,362
2797,2024-03-03,West,Keyboard,Customer B,2056,1257
2798,2024-02-24,South,Mobile,Customer E,8467,374
2799,2024-10-01,North,Keyboard,Customer D,7011,1007
2800,2024-08-28,North,Monitor,Customer B,7626,1671
2801,2024-12-17,East,Mobile,Customer A,3881,2818
2802,2024-08-31,South,Laptop,Customer A,9197,1151
2803,2024-05-20,West,Tablet,Customer D,9955,1549
2804,2024-04-19,South,Laptop,Customer C,3996,2461
2805,2024-12-25,South,Laptop,Customer B,9001,1789
2806,2024-05-11,North,Keyboard,Customer D,9261,1264
2807,2024-03-04,West,Laptop,Customer C,1963,111
2808,2024-07-06,North,Keyboard,Customer D,2337,686
2809,2024-08-02,South,Tablet,Customer A,9970,2326
2810,2024-08-24,East,Tablet,Customer D,538,2678
2811,2024-07-30,West,Laptop,Customer C,2464,923
2812,2024-11-20,North,Keyboard,Customer E,5953,2875
2813,2024-02-24,South,Tablet,Customer A,9991,181
2814,2024-12-01,East,Keyboard,Customer C,4384,1718
2815,2024-03-04,West,Laptop,Customer E,613,2343
2816,2024-05-03,West,Mobile,Customer E,4625,2055
2817,2024-04-18,East,Laptop,Customer D,2551,2897
2818,2024-11-15,South,Tablet,Customer A,4737,777
2819,2024-04-18,South,Laptop,Customer A,8705,2862
2820,2024-12-15,North,Mobile,Customer D,9558,496
2821,2024-09-20,South,Laptop,Customer D,4554,604
2822,2024-11-18,West,Monitor,Customer E,5222,1186
2823,2024-12-02,South,Mobile,Customer A,5862,1077
2824,2024-09-16,East,Keyboard,Customer E,2631,1613
2825,2024-05-16,West,Keyboard,Customer E,8451,2067
2826,2024-01-07,East,Tablet,Customer A,6089,408
2827,2024-07-02,South,Laptop,Customer B,6144,2632
2828,2024-08-16,East,Monitor,Customer D,4579,1196
2829,2024-08-01,East,Laptop,Customer E,5109,1747
2830,2024-11-03,North,Tablet,Customer C,4531,2852
2831,2024-06-08,South,Laptop,Customer A,785,1509
2832,2024-08-12,South,Keyboard,Customer A,1272,390
2833,2024-11-08,North,Keyboard,Customer E,8641,318
2834,2024-05-15,West,Mobile,Customer B,4103,477
2835,2024-02-12,North,Keyboard,Customer E,2288,2985
2836,2024-02-29,South,Monitor,Customer C,3651,915
2837,2024-04-29,West,Laptop,Customer E,2743,625
2838,2024-09-01,East,Laptop,Customer E,5707,1619
2839,2024-05-03,West,Mobile,Customer C,9034,2488
2840,2024-08-29,West,Tablet,Customer D,9535,1463
2841,2024-03-12,North,Keyboard,Customer A,7939,1223
2842,2024-12-03,North,Keyboard,Customer C,1698,1895
2843,2024-02-24,North,Monitor,Customer A,7677,2053
2844,2024-11-29,West,Tablet,Customer C,2188,1689
2845,2024-06-11,East,Laptop,Customer E,1492,346
2846,2024-05-23,East,Laptop,Customer B,3296,2930
2847,2024-07-09,North,Mobile,Customer B,9040,1312
2848,2024-03-28,North,Laptop,Customer A,3518,2258
2849,2024-12-21,East,Keyboard,Customer B,5554,2176
2850,2024-01-04,West,Mobile,Customer C,1667,1274
2851,2024-03-18,West,Mobile,Customer A,7313,269
2852,2024-05-23,West,Monitor,Customer B,7078,2076
2853,2024-07-24,West,Mobile,Customer E,8540,1252
2854,2024-11-11,West,Monitor,Customer A,7614,679
2855,2024-04-13,East,Tablet,Customer D,8661,1784
2856,2024-08-20,West,Keyboard,Customer E,6253,478
2857,2024-06-15,South,Tablet,Customer A,3133,586
2858,2024-07-21,South,Laptop,Customer B,3946,2170
2859,2024-03-19,South,Laptop,Customer C,8557,2941
2860,2024-12-22,West,Laptop,Customer C,7299,2998
2861,2024-01-26,East,Mobile,Customer D,5389,190
2862,2024-05-28,West,Laptop,Customer A,2980,774
2863,2024-11-20,North,Tablet,Customer A,3591,1550
2864,2024-12-06,East,Mobile,Customer B,2795,1313
2865,2024-01-30,North,Keyboard,Customer C,5482,2826
2866,2024-04-26,South,Laptop,Customer E,1451,1065
2867,2024-10-21,North,Mobile,Customer C,5881,1373
2868,2024-01-04,North,Mobile,Customer A,3762,1359
2869,2024-12-19,South,Keyboard,Customer B,5780,2881
2870,2024-05-08,West,Mobile,Customer B,1397,668
2871,2024-09-23,West,Keyboard,Customer B,3694,1038
2872,2024-08-25,South,Keyboard,Customer B,9808,1962
2873,2024-03-08,West,Monitor,Customer C,3819,2824
2874,2024-01-07,West,Laptop,Customer A,5237,2954
2875,2024-01-02,South,Laptop,Customer C,7018,2595
2876,2024-01-16,West,Mobile,Customer A,7646,2242
2877,2024-07-09,South,Mobile,Customer C,7617,720
2878,2024-09-30,South,Laptop,Customer A,2891,1165
2879,2024-01-27,North,Laptop,Customer A,6773,83
2880,2024-09-29,East,Monitor,Customer C,5111,256
2881,2024-03-06,South,Laptop,Customer E,4399,2904
2882,2024-12-06,East,Monitor,Customer A,1255,2005
2883,2024-10-17,West,Keyboard,Customer C,6284,125
2884,2024-04-29,East,Tablet,Customer A,7718,154
2885,2024-08-25,West,Tablet,Customer E,3975,2734
2886,2024-11-04,North,Monitor,Customer D,9373,2532
2887,2024-06-03,East,Laptop,Customer A,9552,2952
2888,2024-04-01,South,Mobile,Customer C,7827,2274
2889,2024-09-26,South,Tablet,Customer D,6783,1226
2890,2024-11-15,West,Tablet,Customer A,8357,1980
2891,2024-08-23,South,Laptop,Customer A,3167,2008
2892,2024-03-28,North,Laptop,Customer D,8022,157
2893,2024-08-06,West,Mobile,Customer A,4883,2526
2894,2024-02-23,South,Laptop,Customer E,3335,2474
2895,2024-09-20,North,Mobile,Customer B,6259,1742
2896,2024-09-07,North,Mobile,Customer D,7200,2681
2897,2024-11-21,South,Laptop,Customer A,1730,424
2898,2024-02-26,South,Tablet,Customer C,3592,534
2899,2024-11-27,West,Tablet,Customer A,1493,449
2900,2024-07-08,West,Mobile,Customer D,5207,1408
